Ticker Symbol,Company Legal Name,Business Description
TECD,Tech Data Corp,Tech Data Corporation engages in the wholesale distribution of technology products.
SIGM,Sigma Designs Inc,"Sigma Designs, Inc. provides integrated system-on-chip (SoC) solutions and intelligent platforms for use in various home entertainment and home control appliances."
SPLS,Staples Inc.,"Staples, Inc., together with its subsidiaries, operates office products superstores. It operates in two segments, North American Delivery and North American Retail."
LLTC,Linear Technology Corp,"Linear Technology Corporation designs, manufactures, and markets a line of analog integrated circuits worldwide."
CY,Cypress Semiconductor Corp,"Cypress Semiconductor Corporation designs, develops, manufactures, markets, and sells embedded system solutions worldwide. It operates in two segments, Microcontroller and Connectivity Division and Memory Products Division."
OPY,Oppenheimer Holdings Inc,Oppenheimer Holdings Inc. provides middle-market investment banking and full service broker-dealer products and services.
DWCH,Datawatch Corp,"Datawatch Corporation designs, develops, markets, and distributes business computer software products to self-service data preparation and visual data discovery markets in the United States and internationally."
AMAG,AMAG Pharmaceuticals Inc,"AMAG Pharmaceuticals, Inc., a biopharmaceutical company, manufactures, develops, and commercializes therapeutics for women's health, anemia management, and cancer supportive care in the United States."
ASTE,Astec Industries Inc.,"Astec Industries, Inc. designs, engineers, manufactures, and markets equipment and components primarily for the road building, aggregate processing, geothermal, water, oil and gas, and wood processing industries in the United States and interna"
WERN,Werner Enterprises Inc.,"Werner Enterprises, Inc., a transportation and logistics company, engages in transporting truckload shipments of general commodities in interstate and intrastate commerce in the United States, Mexico, Canada, China, and Australia."
REFR,Research Frontiers Inc,Research Frontiers Incorporated develops and markets technology and devices to control the flow of light in the United States.
NAVG,Navigators Group Inc (The),"The Navigators Group, Inc., together with its subsidiaries, underwrites ocean marine, property and casualty, professional liability, and specialty insurance products and services in the United States and internationally. The company operates th"
SKYW,SkyWest Inc,"SkyWest, Inc., through its subsidiaries, operates a regional airline in the United States."
HOG,Harley-Davidson Inc.,"Harley-Davidson, Inc. primarily manufactures and sells cruiser and touring motorcycles. The company operates through two segments, Motorcycles & Related Products, and Financial Services."
TOL,Toll Brothers Inc.,"Toll Brothers, Inc., together with its subsidiaries, designs, builds, markets, and arranges finance for detached and attached homes in luxury residential communities in the United States. The company operates through two segments, Traditional H"
VIVO,Meridian Bioscience Inc,"Meridian Bioscience, Inc., a life science company, develops, manufactures, distributes, and sells diagnostic test kits primarily for various gastrointestinal and viral diseases, respiratory and parasitic infectious diseases, and elevated blood"
LVLT,Level 3 Communications Inc,"Level 3 Parent, LLC, together with its subsidiaries, operates as a facilities-based provider of a range of integrated communications services. It operates through North America, EMEA, and Latin America segments."
M,Macy's Inc,"Macy's, Inc., together with its subsidiaries, operates stores, Websites, and mobile applications. Its stores and Websites sell a range of merchandise, including apparel and accessories for men, women, and children; cosmetics; home furnishings;"
AMWD,American Woodmark Corp,American Woodmark Corporation manufactures and distributes kitchen cabinets and vanities for the remodeling and home construction markets in the United States.
TWMC,Trans World Entertainment Corp.,"Trans World Entertainment Corporation, together with its subsidiaries, operates as a specialty retailer of entertainment products. The company operates in two segments, fye and etailz."
WTS,Watts Water Technologies Inc,"Watts Water Technologies, Inc. designs, manufactures, and sells products and solutions that manage and conserve the flow of fluids and energy into, through and out of buildings in the residential and commercial markets."
ADBE,Adobe Systems Inc,"Adobe Systems Incorporated operates as a diversified software company worldwide. Its Digital Media segment provides tools and solutions that enable individuals, small and medium businesses, and enterprises to create, publish, promote, and monet"
CLFD,Clearfield Inc,"Clearfield, Inc. manufactures, markets, and sells standard and custom passive connectivity products to the fiber-to-the-premises, enterprises, and original equipment manufacturers markets in the United States and internationally."
NKSH,National Bankshares Inc,"National Bankshares, Inc. operates as the bank holding company for the National Bank of Blacksburg that provides a range of retail and commercial banking services to individuals, businesses, non-profits, and local governments."
STLY,Stanley Furniture Co Inc,"Stanley Furniture Company, Inc. designs, manufactures, and markets residential wood furniture products worldwide."
OXY,Occidental Petroleum Corp,"Occidental Petroleum Corporation engages in the acquisition, exploration, and development of oil and gas properties in the United States and internationally. The company operates in three segments: Oil and Gas, Chemical, and Midstream and Marke"
